G1,G1,G3,G4,G5,G5,G5,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
1300,1300,700,1300,900,900,900,900,700,700,600,700,1100,600,500,700,700,800,800
Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14
400,1300,1900,1000,1400,1400
F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16
2200,1400,1800,1400,1500,1000,1000,1800,1500,900,1400
C1,C2,C3,C4,C5,C6,C7,C7,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20
1000,1200,1100,700,800,1200,1200,1000,900,1700,2600,2100,2100
M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M13,M13,M16,M17,M18,M18,M20,M21,M22,M23,M24,M25
1500,1200,900,1000,1100,1100,800,300,700,700,1000,900,900,900,600,900,1300,800,800,1800,1200,1800
Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24
2200,1400,1800,1400,1500,1000,1000,1100,1300,900,500,1300,1400,1700,1500,1500
N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19
1300,1000,1300,1200,1000,1300,900,1400,1400,1000,1200,1600,1100,1100
H1,H2,H3,H4,H5,H6,H7,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21
1000,1500,1700,1500,800,1000,1000,1000,900,600,900,500,1200,1200,800,2100
T1,T2,T3,T4,T5,T6,T7,T7,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
2000,1900,1700,1200,1200,700,700,1000,800,800,1800,1100,900,1200,2700,1200,1900,1200,1500,1300,2100,1900,1900
Mb3,Mb4,Mb5
1300,600
